"","nroInvent","idPlot","nroTree","bal","idSet","sp","ht","hcb","hlcw","taped_faces","status","rc1","rc2","rc3","rc4","damage","dbh1","dbh2","dbh","expan","Observaciones","cl","cr","slender","expan_type","factor_slope","expan2","ba","ba.ha"
"6444","-1","02642108",26,11.3911361907856,"ibero.pt","026",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0",NA,NA,21.0249688354118,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0347184719762992,1.10512328632509
"6445","-1","02642108",27,10.2848248941689,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,21.0362667468989,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0347557944203446,1.10631129661671
"6446","-1","02642108",28,22.5262726602395,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,17.1090593547555,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0229901681278234,0.731799780011367
"6447","-1","02642108",29,31.2244570462699,"ibero.pt","026",NA,NA,NA,NA,"5",NA,NA,NA,NA,"0",NA,NA,13.727644116895,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0148006880385827,0.471120532500306
"6448","-1","02642108",30,16.6553772274179,"ibero.pt","026",NA,NA,NA,NA,"5",NA,NA,NA,NA,"0",NA,NA,19.3017580618936,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.029260626236469,0.93139466069969
"6449","-1","02642108",31,28.0433597357075,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,23.1874070300488,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0422273913027881,0.597395383085728
"6450","-1","02642108",32,4.26937118523007,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,22.4448024558974,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0395659370907336,1.25942289321064
"6451","-1","02642108",33,14.6298547156089,"ibero.pt","026",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0",NA,NA,30.3624255212635,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0724040411206382,1.02430764837142
"6452","-1","02642108",34,9.1444689394525,"ibero.pt","026",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0",NA,NA,32.03623509785,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.080607012520821,1.14035595471635
"6453","-1","02642108",35,21.04288395459,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,25.8556607454709,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.052505060445946,0.74279465842765
